City,Climate,HousingCost,HlthCare,Crime,Transp,Educ,Arts,Recreat,Econ,CaseNum,Long,Lat,Pop,StNum
"Lowell,MA-NH",526.0,9640.0,1083.0,819.0,3820.0,2479.0,3057.0,1129.0,6651.0,181.0,-71.313,42.637,243142.0,20.0
"Lubbock,TX",604.0,6990.0,900.0,1608.0,4158.0,2545.0,3402.0,1702.0,5923.0,182.0,-101.843,33.583,211651.0,44.0
"Lynchburg,VA",642.0,6934.0,732.0,643.0,4909.0,2803.0,1079.0,1439.0,4926.0,183.0,-79.143,37.415,141289.0,46.0
"Macon,Warner-Robbins,GA",447.0,6235.0,593.0,783.0,3144.0,2651.0,1435.0,1204.0,5659.0,184.0,-83.635,32.842,263591.0,11.0
"Madison,WI",378.0,9897.0,2168.0,779.0,6084.0,3047.0,5123.0,1944.0,5448.0,185.0,-89.393,43.07,323545.0,49.0
"Manchester,NH",404.0,9860.0,737.0,633.0,4595.0,2728.0,475.0,837.0,7101.0,186.0,-71.462,42.995,129305.0,31.0
"Mansfield,OH",558.0,6881.0,303.0,1072.0,2876.0,2871.0,554.0,1133.0,4386.0,187.0,-82.517,40.758,131205.0,36.0
"McAllen-Edinburg-Mission,TX",238.0,5345.0,372.0,836.0,2117.0,2644.0,1231.0,1059.0,5739.0,188.0,-98.2435,26.2585,283229.0,44.0
"Medford,OR",611.0,9008.0,256.0,728.0,3512.0,2797.0,1856.0,1416.0,3692.0,189.0,-122.867,42.323,132456.0,38.0
"Melbourne-Titusville-Palm-Bay,FL",582.0,8721.0,517.0,1039.0,2560.0,2814.0,437.0,3800.0,7089.0,190.0,-80.6687,28.2447,272959.0,10.0
"Memphis,TN-AR-MS",514.0,7015.0,2043.0,1488.0,6247.0,2804.0,4486.0,1994.0,5160.0,191.0,-90.057,35.125,913472.0,43.0
"Miami-Hialeah,FL",634.0,10267.0,2314.0,2459.0,5202.0,2879.0,4837.0,4300.0,5840.0,192.0,-80.2185,25.6465,1625781.0,10.0
"Middlesex-Somerset,Hunterdon,NJ",559.0,12135.0,2589.0,691.0,4198.0,3539.0,8058.0,1596.0,6324.0,193.0,-74.503,40.58,886383.0,32.0
"Middletown,CT",593.0,11652.0,884.0,646.0,4636.0,3128.0,730.0,1682.0,6307.0,194.0,-72.655,41.562,81582.0,7.0
"Midland,TX",603.0,8672.0,97.0,1166.0,5310.0,2416.0,438.0,1502.0,9980.0,195.0,-102.078,31.995,82636.0,44.0
"Milwaukee,WI",460.0,10176.0,3053.0,826.0,4945.0,3044.0,8766.0,2902.0,4982.0,196.0,-87.982,43.033,1397143.0,49.0
"Minneapolis-St.-Paul,MN-WI",293.0,9559.0,3934.0,906.0,5606.0,3013.0,11714.0,2158.0,5843.0,197.0,-93.179,44.965,2137133.0,24.0
"Mobile,AL",442.0,6704.0,1469.0,1511.0,3345.0,2779.0,1764.0,2164.0,4565.0,198.0,-88.043,30.688,443536.0,2.0
"Modesto,CA",639.0,8630.0,347.0,1154.0,2000.0,2616.0,631.0,833.0,5107.0,199.0,-121.002,37.643,265900.0,5.0
"Monmouth-Ocean,NJ",615.0,11660.0,2482.0,819.0,2690.0,2787.0,7563.0,3544.0,6154.0,200.0,-74.075,40.352,849211.0,32.0
"Monroe,LA",455.0,6190.0,331.0,957.0,3606.0,2453.0,1528.0,1541.0,5537.0,201.0,-92.117,32.5,139241.0,19.0
"Montgomery,AL",483.0,6754.0,832.0,815.0,3509.0,2388.0,1374.0,1112.0,4892.0,202.0,-86.308,32.382,272687.0,2.0
"Muncie,IN",530.0,5800.0,949.0,783.0,4325.0,2965.0,2498.0,1428.0,3980.0,203.0,-85.387,40.192,128587.0,16.0
"Muskegon,MI",580.0,6391.0,699.0,1537.0,3353.0,2630.0,529.0,2666.0,3708.0,204.0,-86.26,43.228,157589.0,23.0
"Nashua,NH",538.0,10757.0,853.0,452.0,3320.0,2728.0,2122.0,1523.0,6962.0,205.0,-71.462,42.757,142527.0,31.0
"Nashville,TN",600.0,7800.0,1850.0,984.0,5030.0,2763.0,4342.0,1849.0,5938.0,206.0,-86.764,36.161,850505.0,43.0
"Nassua-Suffolk,NY",656.0,11138.0,3919.0,566.0,2119.0,3234.0,8640.0,3705.0,7371.0,207.0,-73.375,40.678,2605813.0,35.0
"New-Bedsford,MA",643.0,8087.0,519.0,1012.0,3219.0,2439.0,766.0,1450.0,4937.0,208.0,-70.93,41.637,166699.0,20.0
"New-Britain,CT",516.0,10509.0,1245.0,903.0,4900.0,3128.0,1360.0,1217.0,6470.0,209.0,-72.783,41.668,142241.0,7.0
"New-Haven-Meriden,CT",583.0,11460.0,2068.0,893.0,5938.0,3495.0,7852.0,1604.0,5478.0,210.0,-72.851,41.4185,500474.0,7.0
"New-London-Norwich,CT-RI",583.0,10218.0,556.0,633.0,4505.0,3244.0,1164.0,2281.0,6672.0,211.0,-72.095,41.443,250839.0,7.0
"New-Orleans,LA",498.0,8515.0,2586.0,1604.0,4579.0,2995.0,7978.0,3500.0,6453.0,212.0,-90.063,29.963,1256256.0,19.0
"New-York,NY",638.0,13358.0,7850.0,2498.0,8625.0,2984.0,56745.0,3579.0,5338.0,213.0,-73.88,40.849,8274961.0,35.0
"Newark,NJ",601.0,14220.0,4106.0,1461.0,3514.0,3362.0,14224.0,1818.0,5690.0,214.0,-74.172,40.737,1878959.0,32.0
"Niagara-Falls,NY",554.0,7686.0,507.0,775.0,5561.0,2538.0,966.0,1873.0,4463.0,215.0,-79.057,43.097,227354.0,35.0
"Norfolk-Virginia-Beach-Newport-News,VA",632.0,8568.0,1932.0,997.0,3215.0,3014.0,7087.0,2964.0,5866.0,216.0,-76.2267,36.8897,1160311.0,46.0
"Norwalk,CT",648.0,20151.0,2530.0,625.0,3536.0,3029.0,7273.0,2268.0,6432.0,217.0,-73.365,41.123,126692.0,7.0
"Oakland,CA",910.0,13135.0,2362.0,1533.0,6430.0,2646.0,6162.0,2394.0,5457.0,218.0,-122.268,37.808,1761759.0,5.0
"Ocala,FL",333.0,6750.0,489.0,1327.0,3798.0,2864.0,266.0,3095.0,7060.0,219.0,-82.135,29.185,122488.0,10.0
"Odessa,TX",603.0,6689.0,384.0,1698.0,1944.0,2721.0,259.0,900.0,7565.0,220.0,-102.375,31.858,115374.0,44.0
"Oklahoma-City,OK",554.0,7186.0,1623.0,1297.0,4459.0,2908.0,4843.0,1742.0,8119.0,221.0,-97.304,35.296,860969.0,37.0
"Olympia,WA",726.0,8263.0,338.0,752.0,4083.0,2625.0,708.0,1451.0,4912.0,222.0,-122.89,47.045,124264.0,48.0
"Omaha,NE-IA",440.0,7128.0,2559.0,1008.0,5806.0,3069.0,3787.0,1977.0,5853.0,223.0,-96.008,41.283,585122.0,30.0
"Orange-County,NY",509.0,10173.0,1574.0,804.0,3299.0,2754.0,6987.0,1866.0,5822.0,224.0,-74.413,41.453,259603.0,35.0
"Orlando,FL",457.0,8196.0,765.0,1671.0,5887.0,2976.0,2681.0,2881.0,7413.0,225.0,-81.377,28.553,700055.0,10.0
"Owensboro,KY",524.0,6760.0,812.0,568.0,2273.0,2491.0,804.0,852.0,6062.0,226.0,-87.113,37.768,85949.0,18.0
"Oxnard-Ventura,CA",890.0,14000.0,1106.0,791.0,2238.0,2155.0,2769.0,2135.0,5514.0,227.0,-119.203,34.2375,529174.0,5.0
"Panama-City,FL",536.0,6373.0,201.0,1344.0,2778.0,2500.0,755.0,2089.0,6083.0,228.0,-85.697,30.269,97740.0,10.0
"Parkerburg-Marietta,WV-OH",617.0,6657.0,665.0,488.0,4399.0,2503.0,91.0,1148.0,5187.0,229.0,-81.45,39.413,157914.0,36.0
"Pascagoula,MS",584.0,6248.0,593.0,591.0,1750.0,1701.0,155.0,1956.0,4491.0,230.0,-88.549,30.368,118015.0,26.0
"Pawtucket-Woonsocket-Attleboro,RI-MA",586.0,9462.0,1117.0,744.0,4738.0,3058.0,480.0,1513.0,5154.0,231.0,-71.3953,41.9433,307403.0,40.0
"Pensacola,FL",536.0,6479.0,563.0,1472.0,2918.0,2914.0,1954.0,2160.0,6029.0,232.0,-87.406,30.661,289782.0,10.0
"Peoria,IL",491.0,8388.0,1184.0,921.0,2967.0,2452.0,2294.0,1688.0,4073.0,233.0,-89.592,40.693,365864.0,15.0
"Philadelphia,PA-NJ",630.0,8310.0,5158.0,1059.0,5903.0,3781.0,17270.0,1979.0,5638.0,234.0,-75.163,39.95,4716818.0,39.0
"Phoenix,AZ",536.0,8921.0,1584.0,1268.0,4729.0,2942.0,4573.0,2472.0,6415.0,235.0,-112.073,33.455,1509052.0,4.0
"Pine-Bluff,AR",463.0,5674.0,617.0,1169.0,1671.0,2554.0,373.0,793.0,4247.0,236.0,-92.017,34.223,90718.0,3.0
"Pittsburgh,PA",586.0,8099.0,3413.0,687.0,5616.0,3544.0,11069.0,2145.0,5261.0,237.0,-80.008,40.437,2218870.0,39.0
"Pittsfield,MA",482.0,7807.0,694.0,638.0,3759.0,3264.0,228.0,1420.0,5483.0,238.0,-73.253,42.447,83490.0,20.0
"Portland,ME",483.0,8100.0,834.0,823.0,5185.0,2973.0,2351.0,3366.0,6186.0,239.0,-70.23,43.678,193831.0,22.0
"Portland,OR",768.0,9912.0,1590.0,1504.0,5947.0,3343.0,5160.0,2532.0,4535.0,240.0,-122.365,45.547,1105699.0,38.0
"Portsmouth-Dover-Rochester,NH-ME",469.0,9966.0,596.0,475.0,2321.0,3026.0,165.0,1390.0,8367.0,241.0,-70.8707,43.19,190938.0,31.0
"Poughkeepsie,NY",488.0,9981.0,355.0,633.0,4166.0,2898.0,785.0,1670.0,6746.0,242.0,-73.93,41.702,245055.0,35.0
"Providence,RI",586.0,9274.0,2467.0,998.0,5474.0,3558.0,6152.0,2263.0,5154.0,243.0,-71.407,41.817,618514.0,40.0
"Provo-Orem,UT",500.0,9321.0,198.0,485.0,4546.0,2618.0,1985.0,3300.0,3459.0,244.0,-111.678,40.2725,218106.0,45.0
"Pueblo,CO",497.0,6637.0,468.0,1181.0,3501.0,2653.0,1307.0,1619.0,4646.0,245.0,-104.605,38.24,125972.0,6.0
"Racine,WI",496.0,8943.0,931.0,1055.0,3558.0,2732.0,1171.0,2016.0,4415.0,246.0,-87.8,42.727,173132.0,49.0
"Raleigh-Durham,NC",647.0,8230.0,3476.0,981.0,6544.0,3455.0,5730.0,1606.0,6405.0,247.0,-78.765,35.8845,561222.0,28.0
"Reading,PA",614.0,7614.0,1154.0,522.0,3120.0,3028.0,1108.0,1549.0,5587.0,248.0,-75.928,40.328,312509.0,39.0
"Redding,CA",664.0,8584.0,274.0,892.0,5727.0,2471.0,845.0,2424.0,4459.0,249.0,-122.4,40.582,115715.0,5.0
"Reno,NV",535.0,12449.0,615.0,1116.0,6767.0,2529.0,2210.0,2386.0,5677.0,250.0,-119.807,39.523,193623.0,34.0
"Richland-Kinnewick-Pasco,WA",664.0,8461.0,300.0,779.0,4714.0,1728.0,529.0,1204.0,5326.0,251.0,-119.195,46.259,144469.0,48.0
"Richmond-Petersburg,VA",585.0,8343.0,2448.0,1076.0,6680.0,2940.0,5697.0,1943.0,5870.0,252.0,-77.4255,37.385,761311.0,46.0
"Riverside-San-Bernardino,CA",615.0,9754.0,2201.0,1475.0,3141.0,2596.0,5327.0,1918.0,4923.0,253.0,-117.338,34.044,1558182.0,5.0
"Roanoke,VA",652.0,7476.0,1036.0,784.0,3872.0,2723.0,1263.0,2036.0,5287.0,254.0,-79.937,37.273,220393.0,46.0
"Rochester,MN",308.0,9193.0,2966.0,437.0,4399.0,2134.0,769.0,1503.0,6099.0,255.0,-92.463,44.023,92006.0,24.0
"Rochester,NY",536.0,8609.0,1969.0,894.0,5165.0,3582.0,6956.0,2659.0,6304.0,256.0,-77.608,43.158,971230.0,35.0
"Rockford,IL",466.0,7584.0,969.0,1156.0,2987.0,2680.0,1026.0,933.0,4592.0,257.0,-89.098,42.268,279514.0,15.0
"Sacramento,CA",576.0,9855.0,1027.0,1363.0,5097.0,2793.0,4483.0,2306.0,5309.0,258.0,-121.49,38.585,1099814.0,5.0
"Saginaw-Bay-City-Midland,MI",515.0,7368.0,1022.0,1068.0,3186.0,2772.0,1708.0,2059.0,3709.0,259.0,-84.018,43.5513,421518.0,23.0
"St.-Cloud,MN",195.0,7235.0,603.0,343.0,4565.0,2502.0,1871.0,1572.0,5488.0,260.0,-94.162,45.566,163256.0,24.0
"St.-Joseph,MO",475.0,5589.0,223.0,969.0,2689.0,2927.0,879.0,1265.0,5991.0,261.0,-94.838,39.767,87888.0,25.0
"St.-Louis,MO-IL",537.0,7605.0,2850.0,1306.0,7119.0,3530.0,8896.0,2243.0,5800.0,262.0,-90.193,38.617,1808621.0,25.0
"Salem,OR",716.0,8378.0,749.0,1014.0,4732.0,3278.0,691.0,1873.0,3835.0,263.0,-123.028,44.917,249895.0,38.0
"Salem-Glouster,MA",644.0,11622.0,1232.0,490.0,3459.0,2729.0,3276.0,2234.0,6309.0,264.0,-70.7815,42.5755,258175.0,20.0
"Salinas-Seaside-Monterey,CA",843.0,13838.0,352.0,1107.0,4160.0,2439.0,1004.0,3179.0,5656.0,265.0,-121.801,36.6343,290444.0,5.0
"Salt-Lake-City-Ogden,UT",541.0,9466.0,1631.0,969.0,6228.0,2340.0,5528.0,3900.0,4942.0,266.0,-111.935,40.8825,910222.0,45.0
"San-Angelo,TX",488.0,6321.0,236.0,1032.0,2938.0,2707.0,1301.0,1136.0,7720.0,267.0,-100.437,31.463,84784.0,44.0
"San-Antonio,TX",398.0,6898.0,1337.0,1197.0,5387.0,2938.0,4295.0,1509.0,6873.0,268.0,-98.495,29.423,1071954.0,44.0
"San-Diego,CA",903.0,14465.0,2416.0,1099.0,5489.0,2794.0,8818.0,3347.0,5489.0,269.0,-117.153,32.713,1861846.0,5.0
"San-Francisco,CA",910.0,17158.0,3726.0,1619.0,8299.0,3371.0,14226.0,4600.0,6063.0,270.0,-122.417,37.775,1488871.0,5.0
"San-Jose,CA",850.0,16048.0,2117.0,1065.0,5224.0,2709.0,6446.0,1964.0,7270.0,271.0,-121.883,37.335,1295071.0,5.0
"Santa-Barbara-Santa-Maria-Lompoc,CA",855.0,15547.0,532.0,1026.0,5662.0,2719.0,2684.0,3300.0,5821.0,272.0,-120.196,34.6707,298694.0,5.0
"Santa-Cruz,CA",843.0,14303.0,1035.0,964.0,5010.0,2611.0,3748.0,1703.0,5335.0,273.0,-122.022,36.972,188141.0,5.0
"Santa-Rosa-Petaluma,CA",732.0,12931.0,1052.0,912.0,3313.0,2722.0,3457.0,2255.0,5703.0,274.0,-122.679,38.3375,299681.0,5.0
"Sarasota,FL",391.0,9560.0,801.0,939.0,3742.0,2626.0,817.0,2535.0,7715.0,275.0,-82.532,27.337,202251.0,10.0
"Savannah,GA",542.0,6896.0,1084.0,1614.0,5958.0,2456.0,2262.0,2237.0,5591.0,276.0,-81.093,32.077,220553.0,11.0
"Scranton-Wilkes-Barre,PA",575.0,6697.0,1219.0,372.0,3683.0,3230.0,1832.0,1386.0,4907.0,277.0,-75.7755,41.3275,728796.0,39.0
"Seattle,WA",808.0,10183.0,2715.0,1170.0,6634.0,2710.0,9577.0,4800.0,5901.0,278.0,-122.33,47.597,1607469.0,48.0
"Sharon,PA",570.0,6697.0,700.0,384.0,2017.0,3022.0,52.0,1100.0,4055.0,279.0,-80.517,41.233,128299.0,39.0
"Sheboygan,WI",442.0,8121.0,593.0,450.0,3458.0,2557.0,268.0,1316.0,4765.0,280.0,-87.748,43.76,100935.0,49.0
"Sherman-Denison,TX",524.0,5722.0,394.0,1035.0,1922.0,2652.0,68.0,937.0,6213.0,281.0,-96.576,33.695,89796.0,44.0
"Shreveport,LA",508.0,6534.0,1445.0,1197.0,4401.0,2858.0,2826.0,1389.0,6585.0,282.0,-93.758,32.49,333079.0,19.0
"Sioux-City,IA-NE",385.0,6528.0,846.0,759.0,4316.0,2673.0,1393.0,1359.0,4648.0,283.0,-96.392,42.492,117457.0,13.0
"Sioux-Falls,SD",276.0,7983.0,1041.0,556.0,6271.0,2651.0,465.0,1324.0,5204.0,284.0,-96.702,43.495,109435.0,42.0
"South-Bend-Mishawaka,IN",545.0,5938.0,830.0,1038.0,5634.0,2874.0,2672.0,1819.0,5056.0,285.0,-86.215,41.669,241617.0,16.0
"Spokane,WA",574.0,6927.0,497.0,869.0,5534.0,2774.0,2988.0,1517.0,4722.0,286.0,-117.405,47.672,341835.0,48.0
"Springfield,IL",524.0,7882.0,1877.0,1225.0,6172.0,3078.0,1983.0,1536.0,5384.0,287.0,-89.648,39.8,187789.0,15.0
"Springfield,MA",453.0,8039.0,710.0,1212.0,6159.0,3525.0,3466.0,1514.0,5289.0,288.0,-72.588,42.1,515259.0,20.0
"Springfield,MO",544.0,6343.0,577.0,892.0,3828.0,2709.0,1634.0,1737.0,5932.0,289.0,-93.29,37.22,207704.0,25.0
"Stamford,CT",648.0,23640.0,2610.0,835.0,3110.0,3029.0,7865.0,1729.0,6158.0,290.0,-73.54,41.053,198854.0,7.0
"State-College,PA",575.0,8405.0,612.0,540.0,2740.0,3169.0,1271.0,1200.0,4677.0,291.0,-77.867,40.792,112760.0,39.0
"Steubenville-Weirton,OH-WV",542.0,6578.0,505.0,418.0,1532.0,2672.0,147.0,1460.0,3744.0,292.0,-80.597,40.376,163099.0,36.0
"Stockton,CA",625.0,8474.0,342.0,1395.0,4427.0,2155.0,1579.0,1630.0,5672.0,293.0,-121.285,37.958,347342.0,5.0
"Syracuse,NY",548.0,7670.0,1040.0,689.0,6951.0,3144.0,5080.0,2851.0,4474.0,294.0,-76.15,43.052,642971.0,35.0
"Tacoma,WA",808.0,7770.0,539.0,1162.0,4730.0,2546.0,4297.0,4000.0,4887.0,295.0,-122.433,47.237,485643.0,48.0
"Tallahassee,FL",404.0,8029.0,370.0,1161.0,5530.0,2790.0,2181.0,1936.0,6021.0,296.0,-84.282,30.445,190220.0,10.0
"Tampa-St.-Petersburg-Clearwater,FL",440.0,7442.0,1189.0,1493.0,5588.0,3044.0,5040.0,2943.0,7256.0,297.0,-82.664,27.955,1613603.0,10.0
"Terre-Haute,IN",557.0,5527.0,453.0,630.0,3550.0,3012.0,1226.0,1401.0,4353.0,298.0,-87.408,39.467,137247.0,16.0
"Texarkana,TX-Texarkana,AR",467.0,5717.0,343.0,822.0,2537.0,2899.0,63.0,669.0,4772.0,299.0,-94.0525,33.4325,113067.0,44.0
"Toledo,OH",518.0,7767.0,1738.0,998.0,5323.0,2852.0,4389.0,1952.0,4534.0,300.0,-83.528,41.591,616864.0,36.0
"Topeka,KS",501.0,7110.0,1148.0,999.0,5348.0,2795.0,1632.0,1141.0,5464.0,301.0,-95.67,39.052,154916.0,17.0
"Trenton,NJ",636.0,10616.0,1372.0,1181.0,4786.0,3311.0,5029.0,1646.0,5772.0,302.0,-74.767,40.225,307863.0,32.0
"Tuscon,AZ",589.0,8548.0,1259.0,1400.0,4397.0,2685.0,4889.0,3131.0,6147.0,303.0,-110.968,32.217,531443.0,4.0
"Tulsa,OK",530.0,7498.0,1581.0,1080.0,3758.0,2628.0,4248.0,2024.0,7115.0,304.0,-95.902,36.16,657173.0,37.0
"Tuscaloosa,AL",470.0,6464.0,674.0,1014.0,4723.0,2390.0,1432.0,1090.0,4900.0,305.0,-87.567,33.205,137541.0,2.0
"Tyler,TX",500.0,7298.0,672.0,955.0,3460.0,3283.0,404.0,631.0,7327.0,306.0,-95.302,32.345,128366.0,44.0
"Utica-Rome,NY",548.0,6744.0,391.0,400.0,4592.0,2970.0,858.0,1750.0,5226.0,307.0,-75.341,43.1585,320180.0,35.0
"Vallejo-Fairfield-Napa,CA",821.0,10503.0,1079.0,964.0,4153.0,2498.0,2962.0,1559.0,5819.0,308.0,-122.194,38.22,334402.0,5.0
"Vancouver,WA",768.0,9015.0,517.0,752.0,3817.0,2332.0,1557.0,1464.0,4571.0,309.0,-122.67,45.625,192227.0,48.0
"Victoria,TX",336.0,7143.0,260.0,1092.0,2407.0,2696.0,87.0,1410.0,7599.0,310.0,-97.005,28.805,68807.0,44.0
"Vineland-Millville-Bridgeton,NJ",615.0,7295.0,807.0,1135.0,4133.0,2747.0,2097.0,1474.0,5023.0,311.0,-75.0993,39.4377,132866.0,32.0
"Visalia-Tulare-Porterville,CA",543.0,7778.0,210.0,1132.0,3094.0,2128.0,511.0,2800.0,5563.0,312.0,-119.219,36.2043,245738.0,5.0
"Waco,TX",412.0,6106.0,538.0,1166.0,3018.0,2867.0,1141.0,1248.0,6259.0,313.0,-97.142,31.547,170755.0,44.0
"Washington,DC-MD-VA",631.0,13724.0,4361.0,1317.0,8236.0,3635.0,21701.0,1578.0,6072.0,314.0,-77.033,38.892,3250822.0,8.0
"Materbury,CT",569.0,10024.0,1218.0,789.0,2434.0,2995.0,318.0,946.0,5656.0,315.0,-73.048,41.41,204968.0,7.0
"Waterloo-Cedar-Falls,IA",347.0,7881.0,925.0,700.0,3351.0,2889.0,3000.0,1900.0,4407.0,316.0,-92.397,42.51,162781.0,13.0
"Wausau,WI",308.0,7642.0,818.0,442.0,3496.0,2749.0,761.0,1654.0,4300.0,317.0,-89.64,44.96,111270.0,49.0
"West-Palm-Beach-Boca-Raton-Delray-Beach,FL",509.0,10512.0,375.0,1783.0,5201.0,3224.0,2888.0,3772.0,7992.0,318.0,-80.2177,26.6553,576863.0,10.0
"Wheeling,WV-OH",542.0,6576.0,791.0,308.0,2450.0,3002.0,422.0,1271.0,4740.0,319.0,-80.723,40.07,185566.0,50.0
"Wichita,KS",494.0,7061.0,806.0,1164.0,3933.0,2981.0,2987.0,1508.0,6036.0,320.0,-97.337,37.692,411313.0,17.0
"Wichita-Falls,TX",456.0,6404.0,549.0,1179.0,2793.0,2747.0,599.0,1126.0,6805.0,321.0,-98.513,33.91,121082.0,44.0
"Williamsport,PA",558.0,7284.0,860.0,464.0,3097.0,2906.0,196.0,726.0,3288.0,322.0,-77.003,41.245,118416.0,39.0
"Wilmington,DE-NJ-MD",597.0,7927.0,1445.0,1115.0,4532.0,3112.0,4545.0,1923.0,6174.0,323.0,-75.55,39.747,523221.0,9.0
"Wilmington,NC",564.0,6858.0,1099.0,1423.0,2904.0,2876.0,1077.0,2668.0,5390.0,324.0,-77.923,34.237,103471.0,28.0
"Worcester,MA",562.0,8715.0,1805.0,680.0,3643.0,3299.0,1784.0,910.0,5040.0,325.0,-71.795,42.272,402918.0,20.0
"Yakima,WA",535.0,6440.0,317.0,1106.0,3731.0,2491.0,996.0,2140.0,4986.0,326.0,-120.513,46.595,172508.0,48.0
"York,PA",540.0,8371.0,713.0,440.0,2267.0,2903.0,1022.0,842.0,4946.0,327.0,-76.728,39.96,381255.0,39.0
"Youngstown-Warren,OH",570.0,7021.0,1097.0,938.0,3374.0,2920.0,2797.0,1327.0,3894.0,328.0,-80.729,41.17,531350.0,36.0
"Yuba-City,CA",608.0,7875.0,212.0,1179.0,2768.0,2387.0,122.0,918.0,4694.0,329.0,-121.622,39.128,101979.0,5.0
